Job Title,Rating,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company,min_salary,max_salary,avg_salary,job_state,same_state,age
Healthcare Data/Reporting Analyst,3.6,"New York, NY","New York, NY",51 - 200 ,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Honor, HomeHero",-1,"HOMETEAM
",43,76,59.5,NY,1,8
Data Analyst I - Geriatrics and Palliative Care,3.4,"New York, NY","New York, NY",10000 ,Hospital,Health Care Services & Hospitals,Health Care,1 - 2 billion,-1,-1,"Mount Sinai Health System
",43,76,59.5,NY,1,8
Data Analyst/Rochade,3.3,"New York, NY","Dublin, OH",51 - 200 ,Private,IT Services,Information Technology,10 - 25 million,-1,-1,"Halcyon Solutions, Inc.
",43,76,59.5,NY,0,29
"Data Analyst, Revenue Analytics",3.2,"New York, NY","Bloomingdale, IL",201 - 500 ,Private,-1,-1,25 - 50 million,-1,-1,"Roman
",43,76,59.5,NY,0,1
Data Analyst,3.8,"New York, NY","New York, NY",51 - 200 ,Nonprofit Organization,Social Assistance,Non-Profit,10 - 25 million,-1,-1,"COUNCIL ON ACCREDITATION
",43,76,59.5,NY,1,44
"Data Analyst II, Division of Gastroenterology (Research)",3.4,"New York, NY","New York, NY",10000 ,Hospital,Health Care Services & Hospitals,Health Care,1 - 2 billion,-1,-1,"Mount Sinai Health System
",43,76,59.5,NY,1,8
"Data Analyst, Student Success Program",3.2,"New York, NY","New York, NY",201 - 500 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,25 - 50 million,-1,-1,"Child Mind Institute
",43,76,59.5,NY,1,12
Big Data QA Analyst with Jupyter notebook,3.2,"Newark, NJ","Louisville, KY",51 - 200 ,Private,"Health, Beauty, & Fitness",Consumer Services,10 - 25 million,-1,-1,"COOLSOFT
",43,76,59.5,NJ,0,1
"Analyst, Data Centers Industry",3.3,"New York, NY","New York, NY",201 - 500 ,Private,Research & Development,Business Services,Unknown / Non-Applicable,"Gartner, Forrester, IDC",-1,"451 Research
",43,76,59.5,NY,1,21
Financial - Data Analyst,3.8,"New York, NY","New York, NY",51 - 200 ,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,"Amenity Analytics
",43,76,59.5,NY,1,6
Data Analyst with Data Scanning and Profiling,3.3,"New York, NY","Dublin, OH",51 - 200 ,Private,IT Services,Information Technology,10 - 25 million,-1,-1,"Halcyon Solutions, Inc.
",43,76,59.5,NY,0,29
Business Analyst - Data Governance,4.1,"New York, NY","New York, NY",1001 - 5000 ,Subsidiary or Business Segment,Video Games,Media,10 - 25 million,-1,-1,"Rockstar Games
",43,76,59.5,NY,1,23
Senior Data Analyst - Health Economist,2.9,"New York, NY","New York, NY",1 - 50 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"Vericred
",43,76,59.5,NY,1,6
Research Analyst (Data Science),3.4,"New York, NY","Washington, DC",501 - 1000 ,Private,Consulting,Business Services,100 - 500 million,"Edelman, Burson-Marsteller, FleishmanHillard",-1,"APCO Worldwide
",43,76,59.5,NY,0,37
Data Management Analyst,2.5,"Brooklyn, NY","Brooklyn, NY",201 - 500 ,Nonprofit Organization,Social Assistance,Non-Profit,25 - 50 million,-1,-1,"Brooklyn Community Services
",43,76,59.5,NY,1,135
Business Analyst / Data Analyst,4.4,"Weehawken, NJ","Princeton, NJ",1 - 50 ,Private,IT Services,Information Technology,1 - 5 million,-1,-1,"Softcom Systems
",43,76,59.5,NJ,0,1
Healthcare Data/Reporting Analyst,3.9,"New York, NY","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",43,76,59.5,NY,0,19
Clinical Data Analyst,2.3,"New York, NY","New York, NY",1 - 50 ,Nonprofit Organization,-1,-1,10 - 25 million,-1,-1,"Fair Health
",43,76,59.5,NY,1,1
Sr. Data Profiling Analyst,3.6,"New York, NY","Zurich, Switzerland",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,"Deutsche Bank, Credit Suisse, Morgan Stanley",-1,"UBS
",43,76,59.5,NY,0,159
Data Analyst,3.6,"Haworth, NJ","Orlando, FL",501 - 1000 ,Private,Consulting,Business Services,50 - 100 million,"Appen, Lionbridge",-1,"Workforce Logiq
",43,76,59.5,NJ,0,22
Data Analyst,3.3,"Fort Lee, NJ","Fort Lee, NJ",201 - 500 ,Private,Banks & Credit Unions,Finance,50 - 100 million,-1,-1,"Cross River Bank
",43,76,59.5,NJ,1,13
"Sr. Data Analyst, Revenue Analytics, Peacock",3.8,"New York, NY","New York, NY",10000 ,Public,TV Broadcast & Cable Networks,Media,10 billion,-1,-1,"NBCUniversal
",43,76,59.5,NY,1,115
Senior Data Analyst,3.7,"New York, NY","New York, NY",1 - 50 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"Narrativ
",43,76,59.5,NY,1,6
Senior Data Analyst - Data Cataloging / Data Profiling,3.6,"New York, NY","Saint Louis, MO",1001 - 5000 ,Public,IT Services,Information Technology,500 million - 1 billion,-1,-1,"Perficient
",43,76,59.5,NY,0,23
Data/Report Analyst,4.0,"New York, NY","Plainsboro, NJ",1 - 50 ,Private,Accounting,Accounting & Legal,1 million,-1,-1,"Lorven Technologies Inc
",60,110,85.0,NY,0,1
Senior Data Analyst,4.1,"New York, NY","New York, NY",201 - 500 ,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1,"Bounce Exchange
",60,110,85.0,NY,1,9
Human Capital Data Analyst,4.5,"New York, NY","New York, NY",201 - 500 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Beacon Hill Staffing Group, PageGroup, Solomon Page",-1,"Green Key Resources
",60,110,85.0,NY,1,17
GIS Data analyst,3.7,"New York, NY","Somerset, NJ",1001 - 5000 ,Private,IT Services,Information Technology,25 - 50 million,-1,True,"22nd Century Technologies
",60,110,85.0,NY,0,24
Junior Data Analytics Solutions Analyst,3.1,"New York, NY","Alexandria, VA",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"Praescient Analytics
",60,110,85.0,NY,0,10
Data Analyst w/Capital Markets,3.7,"Jersey City, NJ","Tarrytown, NY",51 - 200 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"Software Guidance & Assistance
",60,110,85.0,NJ,0,40
"VP, Research Project Analyst/Data Management",3.7,"New York, NY","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,-1,-1,"Citi
",60,110,85.0,NY,1,209
Food Data Analyst,3.2,"New York, NY","New York, NY",201 - 500 ,Nonprofit Organization,Social Assistance,Non-Profit,25 - 50 million,-1,-1,"Metropolitan Council on Jewish Poverty
",60,110,85.0,NY,1,1
Data Management Analyst,3.6,"New York, NY","Hauppauge, NY",201 - 500 ,Public,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"TSR Consulting
",60,110,85.0,NY,0,52
Data Governance Analyst,3.6,"Weehawken, NJ","Zurich, Switzerland",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,"Deutsche Bank, Credit Suisse, Morgan Stanley",-1,"UBS
",60,110,85.0,NJ,0,159
"Data Analyst, Enterprise Analytics",3.7,"New York, NY","New York, NY",1001 - 5000 ,Public,Video Games,Media,1 - 2 billion,"Activision Blizzard, Electronic Arts",-1,"Take-Two Interactive Software, Inc.
",60,110,85.0,NY,1,28
Data Analytics Solutions Analyst - Mid with Security Clearance,3.1,"New York, NY","Alexandria, VA",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"Praescient Analytics
",60,110,85.0,NY,0,10
Investment Management Summer Analyst Program - Office of COO: Data & Analytics,3.8,"New York, NY","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,-1,-1,"Morgan Stanley
",60,110,85.0,NY,1,86
Data Collection Analyst,4.1,"New York, NY","New York, NY",501 - 1000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,"ICAP at Columbia University
",60,110,85.0,NY,1,18
Data Collection Analyst,3.8,"New York, NY","New York, NY",5001 - 10000 ,Hospital,Health Care Services & Hospitals,Health Care,500 million - 1 billion,-1,-1,"Columbia University Medical Center
",60,110,85.0,NY,1,1
Sr Business /Data Analyst- Reference data,3.7,"Jersey City, NJ","Sunnyvale, CA",1001 - 5000 ,Private,IT Services,Information Technology,100 - 500 million,"Persistent Systems (India), GlobalLogic, Synechron",-1,"Xoriant Corporation
",60,110,85.0,NJ,0,31
Data Analyst,4.7,"South Plainfield, NJ","Allentown, PA",1 - 50 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"The Denzel Group
",60,110,85.0,NJ,0,1
SENIOR DATA ANALYST,3.7,"New York, NY","Bronx, NY",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,2 - 5 billion,-1,-1,"Montefiore Medical
",60,110,85.0,NY,0,137
Senior Data Analyst / Scientist,3.3,"New York, NY","Frisco, TX",1 - 50 ,Private,Consulting,Business Services,1 million,-1,-1,"Cedent Consulting
",60,110,85.0,NY,0,1
Senior Data Analyst - Regulatory Reporting,3.4,"New York, NY","Moore, OK",1 - 50 ,Private,General Repair & Maintenance,"Construction, Repair & Maintenance",1 - 5 million,-1,-1,"ACS
",60,110,85.0,NY,0,1
Data Reporting Analyst,3.2,"New York, NY","New York, NY",201 - 500 ,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1,"NADAP
",60,110,85.0,NY,1,50
Senior Data Analyst (6-12 Month Contract-Remote),5.0,"New York, NY","New York, NY",1 - 50 ,Private,Advertising & Marketing,Business Services,1 - 5 million,-1,-1,"VISTRADA
",60,110,85.0,NY,1,1
"Principal Data Analyst, LATAM – Disney Streaming Services",3.6,"New York, NY","New York, NY",501 - 1000 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"Disney Streaming Services
",60,110,85.0,NY,1,3
Data Analyst- Win 10 Migration- NYC,3.0,"New York, NY","New York, NY",1 - 50 ,Private,IT Services,Information Technology,1 - 5 million,-1,True,"Royal Communications Consultants Inc
",60,110,85.0,NY,1,1
Data Analyst (35 hours/week),3.5,"New York, NY","Brooklyn, NY",201 - 500 ,Nonprofit Organization,Social Assistance,Non-Profit,10 - 25 million,-1,-1,"CASES
",60,110,85.0,NY,0,32
Tech Business/Data Analyst,1.0,"New York, NY","New York, NY",1 - 50 ,Private,IT Services,Information Technology,1 million,-1,-1,"Sphinix Network Solutions Inc.
",60,110,85.0,NY,1,1
Data Analyst,5.0,"New York, NY","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",41,78,59.5,NY,0,13
"Senior Data Analyst, Financial Services",5.0,"New York, NY","New York, NY",51 - 200 ,Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1,"Earnest Research
",41,78,59.5,NY,1,9
"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor",3.8,"New York, NY","New York, NY",10000 ,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Google, Goldman Sachs, Thomson Reuters",-1,"Bloomberg
",41,78,59.5,NY,1,40
Data Analyst,4.1,"New York, NY","Newark, CA",51 - 200 ,Private,Computer Hardware & Software,Information Technology,25 - 50 million,-1,-1,"APN Software Services Inc.
",41,78,59.5,NY,0,1
Data Analyst,3.3,"Bronx, NY","Bronx, NY",1001 - 5000 ,Nonprofit Organization,Social Assistance,Non-Profit,100 - 500 million,-1,-1,"Acacia Network
",41,78,59.5,NY,1,55
Data Remediation Analyst-EK020719A/JL,3.5,"New York, NY","New York, NY",1 - 50 ,Private,Staffing & Outsourcing,Business Services,1 - 5 million,-1,-1,"EDP World, Inc.
",41,78,59.5,NY,1,53
Business Analyst - Chief Data Office,3.7,"New York, NY","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,-1,-1,"Citi
",41,78,59.5,NY,1,209
"Senior Analyst, Data Instrumentation & Quality (Disney+)",4.0,"New York, NY","Burbank, CA",10000 ,Public,Motion Picture Production & Distribution,Media,10 billion,"News Corp, WarnerMedia, NBCUniversal",-1,"Walt Disney Co.
",41,78,59.5,NY,0,98
Sr. Data Analyst,3.4,"New York, NY","Tokyo, Japan",10000 ,Public,IT Services,Information Technology,10 billion,"Capgemini, Accenture, Deloitte",-1,"NTT DATA
",41,78,59.5,NY,0,54
Big Data Programmer Analyst,3.6,"Jersey City, NJ","Hauppauge, NY",201 - 500 ,Public,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"TSR, Inc.
",41,78,59.5,NJ,0,52
Data Analyst,3.5,"Little Ferry, NJ","Little Ferry, NJ",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"Fidelis Group
",41,78,59.5,NJ,1,1
Data Governance Analyst,3.4,"New York, NY","New York, NY",501 - 1000 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,-1,-1,"Eclaro
",41,78,59.5,NY,1,22
Client Service Data Analyst,4.1,"New York, NY","New York, NY",1 - 50 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"Phyton Talent Advisors
",41,78,59.5,NY,1,1
Financial Data Analyst - Accounting - D3529,4.2,"New York, NY","New York, NY",1 - 50 ,Private,Computer Hardware & Software,Information Technology,5 - 10 million,-1,-1,"Source of Future Technology Inc
",41,78,59.5,NY,1,40
"Data Processing & Performance Analyst New York, NY",2.7,"New York, NY","Richmond, VA",10000 ,Public,Security Services,Business Services,2 - 5 billion,"G4S, Loomis, GardaWorld",-1,"Brink's
",41,78,59.5,NY,0,162
Data Analyst,3.1,"Newark, NJ","Rockaway, NJ",201 - 500 ,Public,IT Services,Information Technology,10 - 25 million,-1,-1,"Seven Seven Softwares
",41,78,59.5,NJ,0,25
Senior Data Analyst,4.5,"New York, NY","Irvine, CA",51 - 200 ,Private,Video Games,Media,Unknown / Non-Applicable,-1,-1,"Mobilityware
",41,78,59.5,NY,0,31
Data Analyst-Junior Profiles also works-Only NY/NJ Candidates Please on w2 Only,4.8,"Jersey City, NJ","North Brunswick, NJ",1 - 50 ,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,"TechProjects
",41,78,59.5,NJ,0,10
Business Analyst-Market Data,4.1,"Jersey City, NJ","New York, NY",501 - 1000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Mitchell Martin
",41,78,59.5,NJ,0,37
Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank,3.0,"Jersey City, NJ","New York, NY",201 - 500 ,Private,Computer Hardware & Software,Information Technology,25 - 50 million,-1,-1,"RMS Computer Corporation
",41,78,59.5,NJ,0,36
Data Analyst,2.7,"Lake Success, NY","Lake Success, NY",1001 - 5000 ,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Northwell Health, Stony Brook University Medical, Catholic Health Services of Long Island",-1,"ProHEALTH Care
",41,78,59.5,NY,1,24
"Senior Analyst, AB Testing and Data Operations",3.5,"New York, NY","Lanham, MD",1001 - 5000 ,Public,Enterprise Software & Network Solutions,Information Technology,100 - 500 million,-1,True,"2U
",41,78,59.5,NY,0,13
Data Analyst I - Geriatrics and Palliative Care,3.1,"New York, NY","Miami Beach, FL",1001 - 5000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,500 million - 1 billion,-1,-1,"Mount Sinai Medical Center
",41,78,59.5,NY,0,75
Data Analyst,5.0,"Lake Success, NY","Spring, TX",1 - 50 ,Private,Advertising & Marketing,Business Services,1 million,-1,-1,"Professional Resource Group
",41,78,59.5,NY,0,1
Senior Business and Data Analyst,3.9,"New York, NY","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,-1,-1,"JPMorgan Chase
",41,78,59.5,NY,1,222
Data Analyst II,3.8,"Jersey City, NJ","Paris, France",10000 ,Public,Enterprise Software & Network Solutions,Information Technology,10 billion,"Accenture, CGI, Sopra Steria",-1,"Capgemini
",45,88,66.5,NJ,0,54
Data Analyst II,3.0,"Lake Success, NY","N New Hyde Park, NY",201 - 500 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,50 - 100 million,-1,-1,"IPRO
",45,88,66.5,NY,0,37
Data Analyst (35 hours/week),3.2,"New York, NY","Durham, NC",1 - 50 ,Public,-1,-1,Unknown / Non-Applicable,-1,-1,"CASES
",45,88,66.5,NY,0,1
Lead Generation Data Analyst,3.3,"New York, NY","New York, NY",1001 - 5000 ,Private,Investment Banking & Asset Management,Finance,2 - 5 billion,"Morgan Stanley, Goldman Sachs",-1,"Brown Brothers Harriman
",45,88,66.5,NY,1,203
"DnA Ambassador (Clinical Business Analyst - Level 1), Data & Analytics/Re-post",3.6,"New York, NY","New York, NY",5001 - 10000 ,Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,"NYC Health + Hospitals
",45,88,66.5,NY,1,1
Data Analyst I - Genetics & Genomic Sciences,3.1,"New York, NY","Miami Beach, FL",1001 - 5000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,500 million - 1 billion,-1,-1,"Mount Sinai Medical Center
",45,88,66.5,NY,0,75
Data Reporting Analyst III,3.6,"Newark, NJ","Newark, NJ",1001 - 5000 ,Nonprofit Organization,Insurance Carriers,Insurance,10 billion,"UnitedHealth Group, Cigna, Aetna",-1,"Horizon Blue Cross Blue Shield of New Jersey
",45,88,66.5,NJ,1,89
Data Analyst - CBCH,3.9,"New York, NY","New York, NY",10000 ,College / University,Colleges & Universities,Education,2 - 5 billion,-1,-1,"Columbia University
",45,88,66.5,NY,1,83
"Principal Data Analyst, LATAM Disney Streaming Services",4.0,"New York, NY","Burbank, CA",10000 ,Public,Motion Picture Production & Distribution,Media,10 billion,"News Corp, WarnerMedia, NBCUniversal",-1,"Walt Disney Company
",45,88,66.5,NY,0,98
Data Engineer/Data Analyst,3.9,"New York, NY","Princeton, NJ",501 - 1000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"Diverse Lynx
",45,88,66.5,NY,0,19
Technical Business/Data Analyst,3.8,"New York, NY","Paris, France",10000 ,Public,Enterprise Software & Network Solutions,Information Technology,10 billion,"Accenture, CGI, Sopra Steria",-1,"Capgemini
",73,127,100.0,NY,0,54
CRM Data Performance Analyst,4.9,"New York, NY","Jersey City, NJ",51 - 200 ,Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,-1,"Roar Digital
",73,127,100.0,NY,0,3
Senior Data Analyst - Rochade,3.6,"New York, NY","Saint Louis, MO",1001 - 5000 ,Public,IT Services,Information Technology,500 million - 1 billion,-1,-1,"Perficient
",73,127,100.0,NY,0,23
2021 Summer Analyst Program- Data & Analytics Solutions,3.2,"New York, NY","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,"State Street, Northern Trust, BlackRock",-1,"The Bank of New York Mellon
",73,127,100.0,NY,1,237
Data Analyst - QC,2.9,"New York, NY","Cleveland, OH",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,500 million - 1 billion,-1,-1,"Nesco Resource, LLC
",73,127,100.0,NY,0,65
People Operations & Data Analyst,2.3,"New York, NY","New York, NY",201 - 500 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"Museum of Ice Cream
",73,127,100.0,NY,1,1
Data Analyst - III,4.2,"New York, NY","Monmouth Junction, NJ",1 - 50 ,Private,Advertising & Marketing,Business Services,1 - 5 million,-1,-1,"APN Consulting
",73,127,100.0,NY,0,1
SQL Data Analyst,3.4,"Summit, NJ","Edison, NJ",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"Siri InfoSolutions
",73,127,100.0,NJ,0,1
Healthcare Data/Reporting Analyst,3.1,"New York, NY","Edison, NJ",201 - 500 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,-1,-1,"Integrated Resources
",73,127,100.0,NY,0,25
Epic Data Intelligence Analyst,3.9,"New York, NY","New York, NY",1001 - 5000 ,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1,"Icahn School of Medicine at Mount Sinai
",73,127,100.0,NY,1,1
"JPSC-8461 - Position: 13,52,53 Data Analyst",4.5,"New York, NY","Rochester, NY",501 - 1000 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Avani Technology Solutions
",73,127,100.0,NY,0,13
Data Analyst - Analytics/SQL,4.0,"New York, NY","Plainsboro, NJ",1 - 50 ,Private,Accounting,Accounting & Legal,1 million,-1,-1,"Lorven Technologies Inc
",84,90,87.0,NY,0,1
Data Analyst-Excel,2.6,"New York, NY","West Windsor, NJ",1 - 50 ,Private,Computer Hardware & Software,Information Technology,1 million,-1,-1,"Altech Star Inc.
",84,90,87.0,NY,0,1
